Purchase_Order_ID,Status_Description,Employee_Name,Vendor_Name,Vendor_ID,Shipment_Method,Order_Date,Ship_Date,Subtotal,Tax_Amount,Freight,Total_Due,SKU_Category,SKU
PO10921,Complete,Robert Moss,Vendor 50,V050,Overnight,2025-06-04,2025-06-06,1864.74,93.24,12.64,1970.62,Miscellaneous,MS013
PO10538,Complete,Brooke Jackson,Vendor 22,V022,Express,2025-03-31,2025-04-06,2934.13,146.71,71.32,3152.16,Electronics,EL033
PO10759,Complete,Jacob Patterson,Vendor 38,V038,Express,2025-08-19,2025-08-26,4225.04,211.25,10.8,4447.09,Furniture,FC026
PO11945,Rejected,Jacob Patterson,Vendor 40,V040,Air,2025-01-04,2025-01-06,1562.8,78.14,43.6,1684.54,Electronics,EL046
PO11063,Complete,Kevin Meyer,Vendor 25,V025,Overnight,2025-05-24,2025-05-29,613.13,30.66,52.18,695.97,Furniture,FC043
PO11200,Complete,Kelly Moore,Vendor 23,V023,Express,2025-11-30,2025-12-05,3997.81,199.89,50.05,4247.75,Furniture,FC010
PO10246,Complete,Natalie Richardson,Vendor 15,V015,Ground,2025-10-08,2025-10-14,3136.53,156.83,71.65,3365.01,Electronics,EL033
PO11417,Complete,Robert Brown,Vendor 50,V050,Express,2025-06-19,2025-06-24,4707.17,235.36,84.31,5026.84,Maintenance,MT016
PO11128,Complete,Patrick Chaney Jr.,Vendor 50,V050,Overnight,2025-08-24,2025-08-30,2047.36,102.37,51.59,2201.32,Furniture,FC027
PO10785,Complete,Patrick Chaney Jr.,Vendor 24,V024,Express,2025-01-31,2025-02-04,3354.12,167.71,98.95,3620.78,Electronics,EL020
PO11779,Complete,Robert Brown,Vendor 31,V031,Express,2025-01-11,2025-01-14,4266.07,213.3,85.79,4565.16,Maintenance,MT045
PO10490,Complete,Kimberly Richardson,Vendor 5,V005,Ground,2025-11-29,2025-12-01,249.72,12.49,89.92,352.13,Miscellaneous,MS022
PO10155,Rejected,Angie Boyd,Vendor 12,V012,Overnight,2025-09-19,2025-09-26,1048.15,52.41,6.03,1106.59,Office Supplies,OS015
PO10962,Complete,Brooke Jackson,Vendor 10,V010,Air,2025-10-25,2025-10-28,4713.49,235.67,30.56,4979.72,Miscellaneous,MS033
PO10854,Complete,Kelly Andrews,Vendor 25,V025,Air,2025-11-11,2025-11-12,1661.07,83.05,44.73,1788.85,Electronics,EL011
PO11312,Complete,Kelly Moore,Vendor 23,V023,Express,2025-05-02,2025-05-09,3998.88,199.94,70.85,4269.67,Maintenance,MT012
PO10626,Rejected,Natalie Richardson,Vendor 30,V030,Overnight,2025-11-09,2025-11-15,3036.23,151.81,46.64,3234.68,Electronics,EL030
PO10686,Complete,Douglas Garcia,Vendor 30,V030,Ground,2025-03-18,2025-03-25,4723.95,236.2,86.11,5046.26,Miscellaneous,MS007
PO11593,Complete,Patrick Chaney Jr.,Vendor 43,V043,Express,2025-12-08,2025-12-15,3814.99,190.75,11.45,4017.19,Maintenance,MT018
PO10570,Complete,Angie Boyd,Vendor 12,V012,Overnight,2025-07-25,2025-07-28,4910.57,245.53,99.79,5255.89,Miscellaneous,MS044
PO11949,Rejected,Angie Boyd,Vendor 2,V002,Express,2025-05-21,2025-05-26,34.05,1.7,29.71,65.46,Maintenance,MT023
PO10018,Complete,Rachel Moore,Vendor 18,V018,Express,2025-05-29,2025-06-04,378.49,18.92,16.71,414.12,Furniture,FC005
PO10128,Complete,Erica Nelson,Vendor 49,V049,Ground,2025-10-23,2025-10-24,3167.53,158.38,87.18,3413.09,Electronics,EL027
PO11347,Complete,Dorothy Hines,Vendor 21,V021,Overnight,2025-02-13,2025-02-16,3081.99,154.1,13.28,3249.37,Maintenance,MT038
PO11280,Complete,Michael Brown,Vendor 47,V047,Express,2025-06-15,2025-06-22,2339.2,116.96,31.14,2487.3,Maintenance,MT036
PO11829,Rejected,Patrick Chaney Jr.,Vendor 37,V037,Ground,2025-12-14,2025-12-15,3296.1,164.81,36.61,3497.52,Maintenance,MT022
PO10928,Complete,Tommy Duarte,Vendor 29,V029,Express,2025-08-03,2025-08-07,246.43,12.32,19.37,278.12,Miscellaneous,MS015
PO10981,Complete,Jacob Patterson,Vendor 28,V028,Overnight,2025-04-30,2025-05-06,2691.07,134.55,9.89,2835.51,Furniture,FC045
PO10953,Complete,Kelly Andrews,Vendor 47,V047,Overnight,2025-07-29,2025-08-02,3990.48,199.52,47.83,4237.83,Electronics,EL047
PO10191,Complete,Erica Nelson,Vendor 17,V017,Express,2025-10-04,2025-10-09,4546.55,227.33,19.29,4793.17,Office Supplies,OS024
PO11140,Complete,Patrick Chaney Jr.,Vendor 2,V002,Air,2025-03-02,2025-03-03,1188.29,59.41,93.1,1340.8,Furniture,FC005
PO10993,Complete,Rachel Moore,Vendor 35,V035,Overnight,2025-09-26,2025-10-02,4904.45,245.22,38.94,5188.61,Miscellaneous,MS034
PO11996,Complete,Kelly Moore,Vendor 6,V006,Overnight,2025-04-29,2025-05-05,2634.38,131.72,18.11,2784.21,Furniture,FC039
PO11690,Complete,Kelly Moore,Vendor 15,V015,Overnight,2025-10-05,2025-10-09,20.83,1.04,84.01,105.88,Office Supplies,OS050
PO10607,Complete,Robert Moss,Vendor 4,V004,Air,2025-02-02,2025-02-04,3456.94,172.85,11.28,3641.07,Office Supplies,OS009
PO10181,Complete,Robert Moss,Vendor 6,V006,Express,2025-03-18,2025-03-19,1848.47,92.42,69.12,2010.01,Office Supplies,OS004
PO10302,Complete,Angie Boyd,Vendor 38,V038,Express,2025-06-23,2025-06-26,601.79,30.09,52.1,683.98,Maintenance,MT035
PO10497,Complete,Patrick Chaney Jr.,Vendor 18,V018,Ground,2025-05-17,2025-05-20,4276.58,213.83,78.71,4569.12,Miscellaneous,MS014
PO11730,Complete,Natalie Richardson,Vendor 38,V038,Overnight,2025-09-17,2025-09-20,287.08,14.35,59.66,361.09,Office Supplies,OS031
PO11744,Complete,Dorothy Hines,Vendor 41,V041,Express,2025-10-22,2025-10-25,2826.81,141.34,93.75,3061.9,Office Supplies,OS025
PO11695,Complete,Robert Moss,Vendor 41,V041,Overnight,2025-03-07,2025-03-12,4413.2,220.66,43.8,4677.66,Office Supplies,OS049
PO11670,Complete,Kimberly Richardson,Vendor 46,V046,Express,2025-04-05,2025-04-12,3571.21,178.56,89.43,3839.2,Office Supplies,OS029
PO10518,Complete,Rachel Moore,Vendor 13,V013,Express,2025-01-18,2025-01-21,2760.23,138.01,72.15,2970.39,Office Supplies,OS047
PO10485,Rejected,Laura Morgan,Vendor 9,V009,Ground,2025-11-17,2025-11-21,1909.72,95.49,62.58,2067.79,Furniture,FC030
PO11070,Complete,Dorothy Hines,Vendor 31,V031,Ground,2025-01-24,2025-01-30,4228.68,211.43,36.42,4476.53,Furniture,FC020
PO10477,Complete,Natalie Richardson,Vendor 9,V009,Ground,2025-03-08,2025-03-14,1222.53,61.13,17.65,1301.31,Miscellaneous,MS012
PO10158,Complete,Erica Nelson,Vendor 34,V034,Overnight,2025-11-21,2025-11-27,128.34,6.42,77.29,212.05,Office Supplies,OS007
PO11244,Complete,Kimberly Richardson,Vendor 21,V021,Overnight,2025-10-26,2025-10-28,1050.96,52.55,17.51,1121.02,Office Supplies,OS046
PO11196,Complete,Randy Hernandez,Vendor 37,V037,Air,2025-06-06,2025-06-10,151.09,7.55,39.19,197.83,Office Supplies,OS022
PO10017,Rejected,Brandi Smith,Vendor 33,V033,Overnight,2025-07-28,2025-08-02,2062.18,103.11,19.03,2184.32,Miscellaneous,MS027
PO11536,Complete,Kelly Moore,Vendor 42,V042,Overnight,2025-04-27,2025-04-29,3188.93,159.45,12.83,3361.21,Maintenance,MT035
PO11073,Complete,Robert Brown,Vendor 46,V046,Air,2025-09-23,2025-09-29,2666.15,133.31,23.87,2823.33,Furniture,FC001
PO11109,Rejected,Laura Morgan,Vendor 2,V002,Ground,2025-10-02,2025-10-03,1326.75,66.34,37.01,1430.1,Maintenance,MT042
PO10547,Complete,Randy Hernandez,Vendor 40,V040,Overnight,2025-11-18,2025-11-22,1675.71,83.79,31.52,1791.02,Office Supplies,OS041
PO11540,Complete,Brandi Smith,Vendor 32,V032,Express,2025-12-21,2025-12-25,4336.34,216.82,52.24,4605.4,Maintenance,MT013
PO10659,Complete,Robert Moss,Vendor 20,V020,Air,2025-12-24,2025-12-30,28.59,1.43,92.91,122.93,Furniture,FC002
PO11657,Complete,Kimberly Richardson,Vendor 43,V043,Overnight,2025-08-31,2025-09-05,3146.42,157.32,60.6,3364.34,Furniture,FC035
PO11020,Complete,Robert Brown,Vendor 3,V003,Ground,2025-06-10,2025-06-13,767.53,38.38,5.43,811.34,Maintenance,MT037
PO11756,Complete,Rachel Moore,Vendor 34,V034,Ground,2025-07-04,2025-07-08,3636.23,181.81,96.53,3914.57,Furniture,FC003
PO11505,Complete,Randy Hernandez,Vendor 36,V036,Air,2025-03-11,2025-03-14,608.91,30.45,13.44,652.8,Electronics,EL002
PO10960,Complete,Michael Brown,Vendor 46,V046,Air,2025-04-24,2025-04-28,3478.19,173.91,5.64,3657.74,Electronics,EL020
PO11922,Rejected,Patrick Chaney Jr.,Vendor 21,V021,Express,2025-03-30,2025-03-31,2197.89,109.89,80.06,2387.84,Furniture,FC033
PO10284,Complete,Robert Brown,Vendor 13,V013,Overnight,2025-01-03,2025-01-05,3645.48,182.27,16.85,3844.6,Office Supplies,OS024
PO10798,Complete,Jacob Patterson,Vendor 1,V001,Express,2025-12-30,2026-01-01,4001.81,200.09,88.31,4290.21,Office Supplies,OS001
PO11658,Complete,Robert Moss,Vendor 10,V010,Ground,2025-12-26,2025-12-31,4081.91,204.1,14.39,4300.4,Furniture,FC009
PO10226,Complete,Tommy Duarte,Vendor 30,V030,Air,2025-05-13,2025-05-17,4829.71,241.49,96.14,5167.34,Miscellaneous,MS017
PO10027,Complete,Michael Brown,Vendor 43,V043,Overnight,2025-01-27,2025-02-03,3154.12,157.71,17.42,3329.25,Furniture,FC012
PO11808,Complete,Randy Hernandez,Vendor 2,V002,Overnight,2025-04-19,2025-04-22,1325.59,66.28,13.78,1405.65,Furniture,FC033
PO10438,Complete,Tommy Duarte,Vendor 31,V031,Ground,2025-06-03,2025-06-07,4974.88,248.74,75.52,5299.14,Furniture,FC001
PO11989,Complete,Kelly Moore,Vendor 42,V042,Ground,2025-05-31,2025-05-30,894.82,44.74,10.72,950.28,Electronics,EL010
PO11389,Complete,Kevin Meyer,Vendor 36,V036,Overnight,2025-08-22,2025-08-26,664.19,33.21,31.61,729.01,Electronics,EL008
PO10230,Complete,Erica Nelson,Vendor 8,V008,Air,2025-12-02,2025-12-03,1593.76,79.69,56.71,1730.16,Maintenance,MT017
PO10038,Complete,Randy Hernandez,Vendor 23,V023,Express,2025-07-25,2025-08-01,632.73,31.64,35.74,700.11,Office Supplies,OS046
PO10750,Complete,Natalie Richardson,Vendor 16,V016,Ground,2025-05-03,2025-05-07,84.25,4.21,6.03,94.49,Furniture,FC008
PO11046,Rejected,Douglas Garcia,Vendor 41,V041,Overnight,2025-05-12,2025-05-16,993.99,49.7,30.74,1074.43,Office Supplies,OS006
PO11399,Complete,Laura Morgan,Vendor 14,V014,Overnight,2025-05-21,2025-05-26,3512.41,175.62,45.01,3733.04,Miscellaneous,MS017
PO10470,Complete,Kimberly Richardson,Vendor 7,V007,Express,2025-05-18,2025-05-22,4184.61,209.23,35.9,4429.74,Office Supplies,OS010
PO11727,Complete,Tommy Duarte,Vendor 10,V010,Ground,2025-12-13,2025-12-15,909.6,45.48,9.53,964.61,Electronics,EL002
PO11754,Rejected,Angie Boyd,Vendor 4,V004,Air,2025-07-04,2025-07-06,1787.93,89.4,89.73,1967.06,Office Supplies,OS010
PO10688,Complete,Robert Brown,Vendor 17,V017,Overnight,2025-03-26,2025-03-29,467.72,23.39,34.61,525.72,Office Supplies,OS039
PO11882,Complete,Robert Moss,Vendor 32,V032,Air,2025-08-17,2025-08-18,358.57,17.93,72.72,449.22,Miscellaneous,MS048
PO10640,Complete,Tommy Duarte,Vendor 10,V010,Overnight,2025-03-01,2025-03-05,2619.16,130.96,90.71,2840.83,Office Supplies,OS038
PO11747,Complete,Patrick Chaney Jr.,Vendor 31,V031,Ground,2025-02-11,2025-02-18,2447.31,122.37,95.35,2665.03,Miscellaneous,MS050
PO11219,Complete,Erica Nelson,Vendor 10,V010,Overnight,2025-07-12,2025-07-18,3118.5,155.93,57.07,3331.5,Electronics,EL026
PO11159,Complete,Kevin Meyer,Vendor 4,V004,Air,2025-11-11,2025-11-16,1508.19,75.41,86.71,1670.31,Maintenance,MT026
PO11416,Rejected,Douglas Garcia,Vendor 16,V016,Air,2025-06-25,2025-06-30,3494.22,174.71,12.42,3681.35,Electronics,EL030
PO11528,Complete,Erica Nelson,Vendor 29,V029,Air,2025-01-12,2025-01-19,3891.39,194.57,26.27,4112.23,Electronics,EL041
PO10925,Complete,Brooke Jackson,Vendor 14,V014,Express,2025-05-17,2025-05-21,4351.25,217.56,24.8,4594.0,Miscellaneous,MS030
PO11301,Complete,Rachel Moore,Vendor 24,V024,Overnight,2025-02-01,2025-02-02,4872.48,243.62,90.67,5206.77,Electronics,EL034
PO11861,Complete,Natalie Richardson,Vendor 27,V027,Overnight,2025-05-02,2025-05-09,464.5,23.23,12.76,500.49,Maintenance,MT049
PO10801,Complete,Patrick Chaney Jr.,Vendor 44,V044,Ground,2025-12-05,2025-12-08,815.71,40.79,37.72,894.22,Furniture,FC050
PO11604,Complete,Robert Moss,Vendor 31,V031,Air,2025-12-08,2025-12-09,2733.35,136.67,97.34,2967.36,Furniture,FC019
PO10161,Complete,Kelly Moore,Vendor 18,V018,Air,2025-10-12,2025-10-16,1599.84,79.99,49.13,1728.96,Maintenance,MT002
PO10957,Rejected,Kimberly Richardson,Vendor 15,V015,Ground,2025-01-23,2025-01-30,3489.91,174.5,55.67,3720.08,Maintenance,MT044
PO11187,Complete,Patrick Chaney Jr.,Vendor 28,V028,Ground,2025-11-03,2025-11-09,779.94,39.0,69.6,888.54,Office Supplies,OS017
PO10822,Complete,Kevin Meyer,Vendor 36,V036,Air,2025-01-19,2025-01-26,3714.92,185.75,90.23,3990.9,Office Supplies,OS024
PO11786,Complete,Jacob Patterson,Vendor 32,V032,Ground,2025-11-13,2025-11-18,4874.9,243.75,36.73,5155.38,Electronics,EL020
PO10878,Complete,Randy Hernandez,Vendor 22,V022,Ground,2025-12-28,2025-12-28,488.1,24.41,84.71,597.22,Office Supplies,OS013
PO10914,Complete,Angie Boyd,Vendor 42,V042,Express,2025-06-03,2025-06-09,1709.62,85.48,54.71,1849.81,Office Supplies,OS044
PO10153,Complete,Laura Morgan,Vendor 1,V001,Overnight,2025-05-27,2025-05-28,720.63,36.03,32.72,789.38,Furniture,FC024
PO11875,Complete,Robert Moss,Vendor 30,V030,Ground,2025-06-24,2025-06-26,670.3,33.52,37.34,741.16,Furniture,FC037
PO11814,Complete,Robert Moss,Vendor 46,V046,Air,2025-12-29,2026-01-05,4002.89,200.14,33.17,4236.2,Electronics,EL028
PO10510,Complete,Jacob Patterson,Vendor 48,V048,Express,2025-10-28,2025-10-30,1312.76,65.64,60.46,1438.86,Office Supplies,OS008
PO11136,Complete,Jacob Patterson,Vendor 16,V016,Overnight,2025-06-07,2025-06-11,395.7,19.79,55.62,471.11,Maintenance,MT043
PO11251,Complete,Brandi Smith,Vendor 9,V009,Express,2025-11-23,2025-11-29,4269.94,213.5,27.21,4510.65,Furniture,FC001
PO11698,Complete,Kevin Meyer,Vendor 48,V048,Express,2025-11-15,2025-11-21,3730.0,186.5,95.22,4011.72,Miscellaneous,MS029
PO10104,Complete,Kelly Andrews,Vendor 32,V032,Ground,2025-06-07,2025-06-10,728.33,36.42,7.3,772.05,Miscellaneous,MS017
PO11446,Complete,Natalie Richardson,Vendor 45,V045,Air,2025-05-27,2025-06-01,3362.84,168.14,76.92,3607.9,Electronics,EL031
PO11444,Complete,Robert Brown,Vendor 35,V035,Express,2025-09-03,2025-09-08,1017.82,50.89,55.88,1124.59,Office Supplies,OS018
PO11775,Complete,Kevin Meyer,Vendor 12,V012,Ground,2025-09-19,2025-09-26,812.26,40.61,78.96,931.83,Electronics,EL018
PO10587,Complete,Michael Brown,Vendor 4,V004,Air,2025-07-21,2025-07-28,3925.38,196.27,60.11,4181.76,Electronics,EL014
PO11806,Complete,Kevin Meyer,Vendor 2,V002,Overnight,2025-07-09,2025-07-16,2541.88,127.09,80.57,2749.54,Office Supplies,OS023
PO11144,Complete,Michael Brown,Vendor 40,V040,Ground,2025-03-27,2025-04-02,327.99,16.4,26.94,371.33,Electronics,EL002
PO10054,Complete,Kevin Meyer,Vendor 8,V008,Overnight,2025-06-20,2025-06-27,1955.87,97.79,58.62,2112.28,Electronics,EL012
PO10152,Complete,Laura Morgan,Vendor 37,V037,Ground,2025-01-30,2025-02-02,432.34,21.62,88.31,542.27,Office Supplies,OS032
PO10404,Complete,Angie Boyd,Vendor 38,V038,Overnight,2025-01-25,2025-01-31,1737.14,86.86,39.37,1863.37,Miscellaneous,MS028
PO11983,Complete,Rachel Moore,Vendor 41,V041,Ground,2025-03-11,2025-03-16,104.11,5.21,35.49,144.81,Maintenance,MT002
PO10208,Complete,Dorothy Hines,Vendor 13,V013,Air,2025-07-07,2025-07-11,2163.09,108.15,25.65,2296.89,Miscellaneous,MS034
PO11935,Complete,Kimberly Richardson,Vendor 2,V002,Ground,2025-12-17,2025-12-21,1059.22,52.96,39.25,1151.0,Office Supplies,OS008
PO11683,Complete,Brandi Smith,Vendor 44,V044,Air,2025-09-24,2025-10-01,1671.29,83.56,58.89,1813.74,Furniture,FC036
PO11123,Complete,Dorothy Hines,Vendor 2,V002,Air,2025-10-26,2025-10-27,3498.63,174.93,68.21,3741.77,Maintenance,MT013
PO11787,Complete,Kelly Andrews,Vendor 11,V011,Ground,2025-01-03,2025-01-04,2090.45,104.52,28.69,2223.66,Miscellaneous,MS021
PO10009,Complete,Rachel Moore,Vendor 32,V032,Ground,2025-09-09,2025-09-15,3139.23,156.96,75.34,3371.53,Office Supplies,OS026
PO11015,Complete,Kevin Meyer,Vendor 13,V013,Overnight,2025-02-22,2025-02-27,3038.83,151.94,68.22,3258.99,Office Supplies,OS010
PO11834,Complete,Kelly Andrews,Vendor 46,V046,Express,2025-11-30,2025-12-03,4447.26,222.36,95.04,4764.66,Office Supplies,OS039
PO11061,Complete,Natalie Richardson,Vendor 26,V026,Express,2025-05-25,2025-05-27,3875.55,193.78,64.81,4134.14,Maintenance,MT013
PO10453,Complete,Natalie Richardson,Vendor 3,V003,Overnight,2025-02-04,2025-02-07,1155.94,57.8,27.52,1241.26,Miscellaneous,MS022
PO11676,Complete,Robert Moss,Vendor 9,V009,Air,2025-03-21,2025-03-23,1380.29,69.01,90.57,1539.87,Office Supplies,OS040
PO10254,Complete,Michael Brown,Vendor 18,V018,Express,2025-06-28,2025-06-30,3041.41,152.07,86.15,3279.63,Maintenance,MT030
PO11328,Complete,Jacob Patterson,Vendor 25,V025,Ground,2025-05-04,2025-05-09,445.38,22.27,48.25,515.9,Furniture,FC043
PO10897,Complete,Laura Morgan,Vendor 31,V031,Air,2025-10-16,2025-10-21,3857.53,192.88,90.08,4140.49,Office Supplies,OS048
PO11770,Complete,Natalie Richardson,Vendor 2,V002,Air,2025-11-04,2025-11-06,4018.24,200.91,60.96,4280.11,Miscellaneous,MS020
PO10881,Complete,Brandi Smith,Vendor 5,V005,Air,2025-02-07,2025-02-11,3922.39,196.12,78.76,4197.27,Electronics,EL040
PO11596,Complete,Kelly Andrews,Vendor 18,V018,Ground,2025-06-20,2025-06-21,2722.91,136.15,70.19,2929.25,Furniture,FC030
PO11929,Complete,Natalie Richardson,Vendor 41,V041,Express,2025-08-23,2025-08-25,2883.04,144.15,74.52,3101.71,Miscellaneous,MS039
PO10624,Complete,Brooke Jackson,Vendor 39,V039,Express,2025-12-14,2025-12-19,3853.0,192.65,17.91,4063.56,Electronics,EL042
PO10346,Complete,Kelly Moore,Vendor 46,V046,Overnight,2025-03-27,2025-03-31,1194.23,59.71,62.48,1316.42,Maintenance,MT038
PO11737,Complete,Tommy Duarte,Vendor 38,V038,Overnight,2025-09-14,2025-09-20,4155.95,207.8,21.77,4385.52,Maintenance,MT039
PO10263,Complete,Kelly Andrews,Vendor 13,V013,Overnight,2025-02-28,2025-03-06,3643.35,182.17,72.33,3897.85,Maintenance,MT001
PO11635,Complete,Michael Brown,Vendor 9,V009,Overnight,2025-12-27,2026-01-03,2105.69,105.28,94.58,2305.55,Maintenance,MT048
PO11322,Complete,Michael Brown,Vendor 15,V015,Express,2025-02-03,2025-02-06,3697.05,184.85,17.28,3899.18,Office Supplies,OS050
PO11439,Complete,Laura Morgan,Vendor 4,V004,Ground,2025-05-31,2025-06-07,4054.29,202.71,24.76,4281.76,Maintenance,MT042
PO10151,Complete,Jacob Patterson,Vendor 27,V027,Ground,2025-10-13,2025-10-14,145.96,7.3,97.54,250.8,Miscellaneous,MS037
PO10473,Rejected,Douglas Garcia,Vendor 43,V043,Express,2025-02-02,2025-02-04,703.84,35.19,54.75,793.78,Office Supplies,OS023
PO10641,Complete,Kelly Andrews,Vendor 39,V039,Express,2025-03-12,2025-03-17,314.45,15.72,24.04,354.0,Maintenance,MT005
PO11332,Complete,Kelly Andrews,Vendor 10,V010,Express,2025-01-25,2025-01-30,2711.21,135.56,15.17,2861.94,Maintenance,MT012
PO11923,Complete,Douglas Garcia,Vendor 34,V034,Express,2025-11-07,2025-11-11,2567.97,128.4,68.49,2764.86,Furniture,FC043
PO10551,Complete,Laura Morgan,Vendor 11,V011,Overnight,2025-04-26,2025-05-02,2410.6,120.53,45.24,2576.37,Office Supplies,OS043
PO11817,Complete,Brooke Jackson,Vendor 12,V012,Overnight,2025-04-29,2025-05-01,2249.43,112.47,82.46,2444.36,Maintenance,MT029
PO10929,Complete,Kelly Moore,Vendor 8,V008,Overnight,2025-03-29,2025-04-04,1307.49,65.37,20.5,1393.36,Maintenance,MT011
PO10489,Complete,Kelly Andrews,Vendor 23,V023,Overnight,2025-08-27,2025-08-28,3123.02,156.15,21.96,3301.13,Office Supplies,OS005
PO11850,Complete,Robert Brown,Vendor 10,V010,Air,2025-03-24,2025-03-25,3511.22,175.56,65.07,3751.85,Maintenance,MT029
PO11172,Complete,Robert Moss,Vendor 34,V034,Ground,2025-12-02,2025-12-03,3617.47,180.87,27.53,3825.87,Miscellaneous,MS024
PO10147,Complete,Jacob Patterson,Vendor 43,V043,Air,2025-10-30,2025-10-31,2563.05,128.15,11.88,2703.08,Office Supplies,OS049
PO11739,Rejected,Patrick Chaney Jr.,Vendor 16,V016,Express,2025-01-31,2025-02-05,1818.63,90.93,94.42,2003.98,Electronics,EL020
PO11969,Complete,Jacob Patterson,Vendor 7,V007,Overnight,2025-03-01,2025-02-26,373.53,18.68,12.19,404.4,Miscellaneous,MS013
PO10403,Complete,Patrick Chaney Jr.,Vendor 31,V031,Express,2025-05-20,2025-05-21,719.05,35.95,91.39,846.39,Electronics,EL020
PO10955,Complete,Tommy Duarte,Vendor 39,V039,Air,2025-09-25,2025-09-26,121.38,6.07,53.07,180.52,Furniture,FC017
PO11918,Complete,Dorothy Hines,Vendor 41,V041,Overnight,2025-02-16,2025-02-21,3141.22,157.06,34.99,3333.27,Electronics,EL002
PO10660,Complete,Patrick Chaney Jr.,Vendor 16,V016,Air,2025-09-23,2025-09-28,2070.14,103.51,42.43,2216.08,Furniture,FC021
PO11373,Rejected,Robert Brown,Vendor 48,V048,Air,2025-06-13,2025-06-18,760.11,38.01,11.47,809.59,Miscellaneous,MS032
PO10464,Complete,Kelly Moore,Vendor 32,V032,Express,2025-11-20,2025-11-24,4369.69,218.48,99.43,4687.6,Office Supplies,OS037
PO11350,Complete,Brandi Smith,Vendor 16,V016,Overnight,2025-06-08,2025-06-11,3830.04,191.5,52.58,4074.12,Furniture,FC044
PO10187,Complete,Dorothy Hines,Vendor 8,V008,Ground,2025-12-24,2025-12-30,4987.58,249.38,31.84,5268.8,Furniture,FC031
PO11148,Rejected,Kelly Moore,Vendor 21,V021,Express,2025-01-28,2025-01-30,3247.36,162.37,32.02,3441.75,Electronics,EL049
PO11225,Rejected,Brandi Smith,Vendor 23,V023,Express,2025-04-21,2025-04-28,3148.44,157.42,65.13,3370.99,Office Supplies,OS011
PO10609,Complete,Kevin Meyer,Vendor 46,V046,Overnight,2025-07-14,2025-07-21,3679.88,183.99,47.38,3911.25,Electronics,EL028
PO10144,Complete,Douglas Garcia,Vendor 49,V049,Air,2025-09-24,2025-09-30,4962.11,248.11,41.97,5252.19,Furniture,FC018
PO10752,Complete,Kevin Meyer,Vendor 31,V031,Express,2025-10-26,2025-10-31,766.82,38.34,82.39,887.55,Maintenance,MT039
PO11535,Complete,Douglas Garcia,Vendor 3,V003,Overnight,2025-04-30,2025-05-03,2945.24,147.26,10.18,3102.68,Electronics,EL046
PO10982,Rejected,Randy Hernandez,Vendor 27,V027,Overnight,2025-11-22,2025-11-25,4908.77,245.44,72.25,5226.46,Maintenance,MT050
PO10198,Complete,Randy Hernandez,Vendor 28,V028,Air,2025-10-10,2025-10-16,356.5,17.82,76.82,451.14,Maintenance,MT041
PO11634,Complete,Michael Brown,Vendor 13,V013,Express,2025-11-06,2025-11-07,2111.99,105.6,31.15,2248.74,Furniture,FC023
PO10884,Complete,Tommy Duarte,Vendor 1,V001,Overnight,2025-11-25,2025-12-02,2214.32,110.72,48.73,2373.77,Maintenance,MT028
PO10280,Complete,Randy Hernandez,Vendor 47,V047,Ground,2025-09-09,2025-09-13,725.83,36.29,97.43,859.55,Maintenance,MT030
PO10294,Complete,Laura Morgan,Vendor 7,V007,Overnight,2025-05-29,2025-05-31,4300.54,215.03,72.99,4588.56,Electronics,EL013
PO11862,Complete,Randy Hernandez,Vendor 33,V033,Air,2025-07-12,2025-07-18,1001.46,50.07,79.54,1131.07,Maintenance,MT001
PO10401,Complete,Robert Moss,Vendor 48,V048,Express,2025-05-13,2025-05-20,2829.33,141.47,29.0,2999.8,Miscellaneous,MS026
PO10123,Complete,Jacob Patterson,Vendor 48,V048,Express,2025-08-26,2025-08-29,2192.59,109.63,55.46,2357.68,Electronics,EL019
PO11208,Complete,Brooke Jackson,Vendor 22,V022,Air,2025-07-27,2025-07-30,1576.8,78.84,86.49,1742.13,Miscellaneous,MS014
PO10203,Complete,Natalie Richardson,Vendor 32,V032,Express,2025-11-12,2025-11-13,2241.85,112.09,80.34,2434.28,Miscellaneous,MS040
PO11463,Complete,Brooke Jackson,Vendor 34,V034,Overnight,2025-01-18,2025-01-25,4159.78,207.99,46.04,4413.81,Electronics,EL009
PO10836,Complete,Kevin Meyer,Vendor 17,V017,Ground,2025-06-22,2025-06-26,3832.06,191.6,53.48,4077.14,Office Supplies,OS004
PO10247,Complete,Kelly Moore,Vendor 26,V026,Express,2025-10-31,2025-11-03,3654.72,182.74,21.43,3858.89,Electronics,EL040
PO11440,Complete,Natalie Richardson,Vendor 41,V041,Overnight,2025-01-14,2025-01-17,3978.97,198.95,66.28,4244.2,Maintenance,MT006
PO11734,Rejected,Laura Morgan,Vendor 28,V028,Express,2025-02-06,2025-02-09,4099.22,204.96,86.69,4390.87,Furniture,FC026
PO11790,Complete,Natalie Richardson,Vendor 21,V021,Overnight,2025-08-11,2025-08-14,3402.16,170.11,51.14,3623.41,Miscellaneous,MS008
PO11942,Complete,Kevin Meyer,Vendor 46,V046,Ground,2025-06-15,2025-06-18,877.14,43.86,85.37,1006.37,Office Supplies,OS024
PO11708,Complete,Kimberly Richardson,Vendor 22,V022,Overnight,2025-08-06,2025-08-12,2578.92,128.95,88.66,2796.53,Furniture,FC033
